cell,nCounts,nFeatures
867,2795,1367
868,5405,2237
869,3008,1520
870,7268,2504
871,885,479
872,628,387
873,1289,814
874,3493,1835
875,1971,1022
876,2491,1211
877,1335,724
878,1587,964
879,7905,3139
880,2255,1285
881,4092,2127
882,4853,2426
883,2621,1405
884,2800,1491
885,3959,2095
886,4845,2530
887,6143,2642
888,2167,1210
889,3915,2001
890,3569,1839
891,733,317
892,5875,2296
893,5385,2224
894,4444,2118
895,2998,1361
896,4093,1992
897,4727,2087
898,6706,3010
899,1550,901
900,7262,2603
901,3462,1785
902,2509,1270
903,5000,2319
904,6001,2760
905,7711,3185
906,5975,2663
907,4598,2181
908,1927,1132
909,9417,3644
910,3250,1557
911,5648,2317
912,1430,857
913,3060,1554
914,2557,1273
915,2703,1424
916,7123,2954
917,5899,2661
918,3078,1574
919,4926,2236
920,3824,1847
921,5507,2456
922,1273,750
923,2091,1142
924,8222,2829
925,6737,2665
926,5062,2156
927,715,438
928,7111,2693
929,827,396
930,4856,2169
931,6220,2489
932,9309,3545
933,2735,1361
934,3342,1658
935,2913,1293
936,4645,1810
937,2931,1493
938,5360,2434
939,8260,2674
940,2299,1183
941,2295,1191
942,2615,1258
943,5314,2397
944,5016,1650
945,3432,1649
946,2640,1290
947,7948,2865
948,2878,1201
949,6588,2698
950,5354,2358
951,6594,2744
952,4768,2330
953,14949,5586
954,878,510
955,3717,1542
956,954,518
957,2671,1090
958,1139,704
959,11070,3490
960,13406,3733
961,2780,1378
962,4219,1939
963,4453,1996
964,8480,3162
965,4989,2078
966,2800,1277
967,1510,718
968,1987,1100
969,10843,3311
970,2731,1374
971,6518,2231
972,1474,862
973,978,531
974,5073,2519
975,3078,1563
976,3392,1662
977,4343,1786
978,2969,1506
979,8297,3262
980,4550,1995
981,2309,1262
982,1251,755
983,7791,3254
984,7796,2985
985,2885,1459
986,5924,2303
987,7699,3215
988,3795,2019
989,5861,2734
990,1687,984
991,5582,2569
992,1338,796
993,3995,1875
994,1561,581
995,1013,528
996,5102,2506
997,3905,1954
998,1385,852
999,4295,2122
1000,1653,661
1001,1185,706
1002,5553,2430
1003,4078,1957
1004,15559,5680
1005,2396,1327
1006,4288,2009
1007,1687,891
1008,5229,2464
1009,1578,877
1010,1731,917
1011,6412,2696
1012,4846,2221
1013,3117,1603
1014,3191,1399
1015,1756,974
1016,518,332
1017,1732,834
1018,1011,619
1019,1235,725
1020,3636,1915
1021,4219,2001
1022,1290,736
1023,3387,1556
1024,2362,1178
1025,2037,1102
1026,2759,1421
1027,7687,2870
1028,1425,894
1029,1378,770
1030,4374,2122
1031,1342,751
1032,4370,2041
1033,1153,750
1034,2227,1208
1035,2643,1409
1036,2287,1321
1037,2612,1415
1038,2968,1358
1039,1234,592
1040,1913,1036
1041,1235,696
1042,948,541
1043,4568,2038
1044,506,305
1045,7452,2808
1046,3997,1960
1047,4169,1945
1048,3304,1609
1049,2776,1336
1050,5600,2525
1051,3928,1790
1052,2786,1366
1053,11835,4215
1054,2601,1099
