cell,nCounts,nFeatures
"R1.49,R2.62,R3.26,P1.31",3537,3295
"R1.51,R2.59,R3.88,P1.33",5242,4853
"R1.47,R2.14,R3.32,P1.31",941,929
"R1.45,R2.09,R3.09,P1.37",1079,1064
"R1.57,R2.85,R3.57,P1.37",2428,2349
"R1.63,R2.44,R3.53,P1.34",1078,1061
"R1.55,R2.48,R3.78,P1.33",1128,1108
"R1.62,R2.22,R3.95,P1.35",4415,4184
"R1.36,R2.20,R3.12,P1.31",2691,2519
"R1.44,R2.10,R3.66,P1.35",776,761
"R1.35,R2.90,R3.31,P1.36",2818,2687
"R1.59,R2.42,R3.09,P1.37",223,220
"R1.56,R2.55,R3.90,P1.33",1813,1748
"R1.44,R2.44,R3.31,P1.33",1697,1650
"R1.50,R2.07,R3.32,P1.36",3243,3111
"R1.60,R2.84,R3.06,P1.34",1771,1717
"R1.61,R2.14,R3.69,P1.33",625,614
"R1.63,R2.90,R3.11,P1.36",1119,1098
"R1.49,R2.86,R3.16,P1.36",1435,1413
"R1.43,R2.41,R3.37,P1.37",2050,1975
"R1.33,R2.57,R3.87,P1.32",654,646
"R1.36,R2.84,R3.87,P1.37",463,457
"R1.40,R2.24,R3.54,P1.37",883,869
"R1.57,R2.96,R3.08,P1.37",1100,1082
"R1.52,R2.78,R3.74,P1.33",802,791
"R1.56,R2.41,R3.16,P1.31",1178,1142
"R1.45,R2.13,R3.29,P1.33",3301,3167
"R1.62,R2.90,R3.06,P1.33",1813,1748
"R1.64,R2.41,R3.88,P1.33",1210,1193
"R1.50,R2.42,R3.46,P1.35",1964,1899
"R1.58,R2.53,R3.19,P1.35",2614,2513
"R1.38,R2.53,R3.68,P1.33",2022,1945
"R1.37,R2.62,R3.24,P1.36",2358,2289
"R1.36,R2.87,R3.21,P1.35",1562,1523
"R1.59,R2.03,R3.25,P1.35",1154,1084
"R1.59,R2.68,R3.45,P1.36",4254,3924
"R1.39,R2.29,R3.48,P1.36",934,908
"R1.35,R2.58,R3.18,P1.36",990,961
"R1.59,R2.92,R3.21,P1.35",2036,1974
"R1.44,R2.15,R3.13,P1.31",1197,1175
"R1.62,R2.87,R3.26,P1.37",950,930
"R1.56,R2.21,R3.40,P1.37",5331,4908
