Martian Runtime - v4.0.5
Serving UI at http://s002:44212?auth=elQilmI6NCJ7nGEsEE6LJiM_w7OUesVQkBYBMSKot1A

Running preflight checks (please wait)...
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk10.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk11.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk12.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk13.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk14.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk15.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk16.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk17.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk18.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk19.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk20.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk21.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk22.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk23.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk24.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk25.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk26.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk27.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk28.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk29.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk30.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk31.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk32.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk33.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk34.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk35.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk36.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk37.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk38.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk39.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk40.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk41.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk42.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk43.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk44.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk45.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk46.main
2022-05-19 17:11:32 [runtime] (run:local)       ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0.chnk47.main
2022-05-19 17:17:33 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 17:23:33 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 17:29:34 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 17:35:35 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 17:41:35 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 17:47:35 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 17:53:36 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 17:59:36 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:05:37 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:11:37 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:17:38 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:23:36 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:29:36 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:35:36 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:41:37 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:47:37 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:53:37 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 18:59:37 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:05:38 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:11:38 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:17:39 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:23:39 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:29:40 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:35:40 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:41:40 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:47:41 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:53:41 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 19:59:41 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:05:42 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:11:42 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:17:43 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:23:43 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:29:41 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:35:42 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:41:42 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:47:42 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:53:43 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 20:59:43 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:05:44 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:11:44 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:17:45 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:23:45 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:29:46 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:35:46 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:41:47 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:47:44 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:53:45 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 21:59:45 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:05:45 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:11:46 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:17:46 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:23:47 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:29:47 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:35:47 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:41:48 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:47:48 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:53:49 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 22:59:49 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 23:05:50 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 23:11:50 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 23:17:50 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 23:23:51 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 23:29:51 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
2022-05-19 23:35:51 [runtime] (update)          ID.cellranger-atac_results.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ATAC_MATRIX_COMPUTER.MARK_ATAC_DUPLICATES.fork0 chunks running (0/48 completed)
