cell,nCounts,nFeatures
"R1.09,R2.83,R3.76,P1.40",2125,1245
"R1.09,R2.83,R3.91,P1.40",2537,1428
"R1.09,R2.84,R3.90,P1.40",1032,730
"R1.09,R2.85,R3.10,P1.40",11127,3588
"R1.09,R2.86,R3.14,P1.40",8029,2633
"R1.09,R2.87,R3.09,P1.39",5586,2184
"R1.09,R2.92,R3.76,P1.40",2994,1399
"R1.10,R2.04,R3.96,P1.40",2102,1187
"R1.10,R2.05,R3.38,P1.39",4054,1751
"R1.10,R2.11,R3.15,P1.40",17179,3823
"R1.10,R2.19,R3.79,P1.40",2714,1507
"R1.10,R2.19,R3.91,P1.40",6235,2789
"R1.10,R2.20,R3.60,P1.39",380,313
"R1.10,R2.21,R3.13,P1.40",6894,2487
"R1.10,R2.21,R3.29,P1.40",4296,1968
"R1.10,R2.27,R3.89,P1.40",2143,1276
"R1.10,R2.37,R3.21,P1.39",3877,1678
"R1.10,R2.39,R3.08,P1.39",4252,1726
"R1.10,R2.41,R3.55,P1.39",1832,1117
"R1.10,R2.46,R3.01,P1.40",2405,1407
"R1.10,R2.46,R3.85,P1.39",2402,1406
"R1.10,R2.48,R3.28,P1.39",30375,6005
"R1.10,R2.54,R3.10,P1.39",3732,1679
"R1.10,R2.55,R3.53,P1.40",211,183
"R1.10,R2.55,R3.87,P1.40",2337,1293
"R1.10,R2.56,R3.11,P1.40",10665,3437
"R1.10,R2.60,R3.82,P1.40",4100,1983
"R1.10,R2.61,R3.59,P1.39",2497,1349
"R1.10,R2.61,R3.79,P1.40",1443,979
"R1.10,R2.62,R3.68,P1.39",3151,1516
"R1.10,R2.63,R3.57,P1.39",3334,1678
"R1.10,R2.67,R3.47,P1.39",7081,2523
"R1.10,R2.73,R3.14,P1.40",3642,1646
"R1.10,R2.74,R3.11,P1.40",10487,3384
"R1.10,R2.76,R3.65,P1.39",2050,1253
"R1.10,R2.80,R3.58,P1.40",8802,3249
"R1.10,R2.81,R3.83,P1.40",1285,818
"R1.10,R2.89,R3.58,P1.39",2059,1153
"R1.10,R2.89,R3.69,P1.39",3323,1592
"R1.10,R2.92,R3.22,P1.39",2112,1155
"R1.10,R2.94,R3.06,P1.39",2982,1588
"R1.11,R2.01,R3.53,P1.40",4483,2157
"R1.11,R2.04,R3.09,P1.40",1599,1059
"R1.11,R2.04,R3.42,P1.40",9524,3206
"R1.11,R2.06,R3.38,P1.40",2670,1430
"R1.11,R2.09,R3.06,P1.39",3196,1572
"R1.11,R2.09,R3.50,P1.40",3025,1464
"R1.11,R2.12,R3.32,P1.39",2977,1495
"R1.11,R2.17,R3.86,P1.39",1463,837
"R1.11,R2.18,R3.07,P1.40",6289,2447
"R1.11,R2.19,R3.04,P1.40",3164,1682
"R1.11,R2.21,R3.65,P1.40",7510,2669
"R1.11,R2.21,R3.84,P1.40",842,565
"R1.11,R2.24,R3.70,P1.39",1438,972
"R1.11,R2.26,R3.44,P1.39",4267,1879
"R1.11,R2.28,R3.87,P1.39",7048,2753
"R1.11,R2.34,R3.06,P1.39",218,200
"R1.11,R2.36,R3.80,P1.40",8025,3086
"R1.11,R2.37,R3.50,P1.39",5371,2147
"R1.11,R2.38,R3.77,P1.40",819,563
"R1.11,R2.39,R3.48,P1.40",8109,2201
"R1.11,R2.42,R3.57,P1.39",2990,1610
"R1.11,R2.42,R3.86,P1.39",613,495
"R1.11,R2.44,R3.76,P1.40",10489,3294
"R1.11,R2.54,R3.40,P1.39",4247,1734
"R1.11,R2.57,R3.95,P1.39",2737,1570
"R1.11,R2.59,R3.73,P1.39",14447,4646
"R1.11,R2.62,R3.73,P1.40",3307,1670
"R1.11,R2.62,R3.77,P1.40",4321,1968
"R1.11,R2.63,R3.03,P1.40",2661,1485
"R1.11,R2.63,R3.04,P1.40",4330,1817
"R1.11,R2.65,R3.83,P1.39",9381,3202
"R1.11,R2.67,R3.24,P1.40",4383,2006
"R1.11,R2.70,R3.19,P1.39",3213,1571
"R1.11,R2.71,R3.57,P1.40",3313,1523
"R1.11,R2.72,R3.85,P1.39",1480,990
"R1.11,R2.73,R3.54,P1.40",601,460
"R1.11,R2.76,R3.83,P1.40",227,179
"R1.11,R2.79,R3.22,P1.40",471,390
"R1.11,R2.88,R3.33,P1.39",1900,1166
"R1.11,R2.88,R3.74,P1.40",484,348
"R1.11,R2.90,R3.39,P1.39",1977,1324
"R1.12,R2.01,R3.36,P1.40",336,270
"R1.12,R2.02,R3.76,P1.39",4173,1819
"R1.12,R2.02,R3.77,P1.39",13904,3857
"R1.12,R2.04,R3.60,P1.40",3325,1565
"R1.12,R2.05,R3.06,P1.40",21465,5292
"R1.12,R2.05,R3.52,P1.39",2832,1396
"R1.12,R2.06,R3.47,P1.40",2769,1382
"R1.12,R2.09,R3.59,P1.40",399,290
"R1.12,R2.24,R3.50,P1.40",3069,1392
"R1.12,R2.27,R3.37,P1.40",4477,1771
"R1.12,R2.28,R3.17,P1.40",428,313
"R1.12,R2.36,R3.69,P1.39",4371,1817
"R1.12,R2.37,R3.76,P1.40",3576,1799
"R1.12,R2.43,R3.72,P1.39",4996,2108
"R1.12,R2.45,R3.47,P1.40",1680,1110
"R1.12,R2.47,R3.59,P1.40",1781,1153
"R1.12,R2.50,R3.60,P1.39",17912,4785
"R1.12,R2.52,R3.08,P1.39",2897,1644
"R1.12,R2.55,R3.68,P1.39",2792,1053
"R1.12,R2.63,R3.40,P1.40",3540,1748
"R1.12,R2.65,R3.57,P1.40",6480,2791
"R1.12,R2.66,R3.11,P1.40",2246,1223
"R1.12,R2.69,R3.46,P1.40",8216,3022
"R1.12,R2.78,R3.50,P1.40",5597,2250
"R1.12,R2.80,R3.18,P1.39",1350,868
"R1.12,R2.83,R3.64,P1.39",3171,1687
"R1.12,R2.84,R3.82,P1.39",2932,1405
"R1.12,R2.87,R3.62,P1.40",243,195
"R1.12,R2.87,R3.83,P1.40",455,333
"R1.12,R2.88,R3.74,P1.40",863,598
"R1.13,R2.02,R3.10,P1.40",1218,766
"R1.13,R2.04,R3.85,P1.39",6046,2076
"R1.13,R2.05,R3.45,P1.39",3374,1614
"R1.13,R2.07,R3.69,P1.40",17312,4209
"R1.13,R2.09,R3.08,P1.39",5095,2538
"R1.13,R2.09,R3.59,P1.39",2833,1358
"R1.13,R2.15,R3.44,P1.39",4498,1953
"R1.13,R2.18,R3.02,P1.39",3203,1516
"R1.13,R2.19,R3.86,P1.39",4549,1892
"R1.13,R2.21,R3.03,P1.40",21099,4719
"R1.13,R2.22,R3.03,P1.39",2735,1411
"R1.13,R2.24,R3.95,P1.39",6978,2698
"R1.13,R2.25,R3.37,P1.39",3618,1569
"R1.13,R2.25,R3.89,P1.39",4433,2078
"R1.13,R2.26,R3.44,P1.39",4581,1912
"R1.13,R2.34,R3.08,P1.40",8429,2735
"R1.13,R2.36,R3.08,P1.40",10207,3254
"R1.13,R2.36,R3.85,P1.40",4126,1975
"R1.13,R2.41,R3.32,P1.39",4007,1726
"R1.13,R2.42,R3.15,P1.40",5114,2326
"R1.13,R2.42,R3.87,P1.39",241,214
"R1.13,R2.44,R3.22,P1.39",2305,1207
"R1.13,R2.56,R3.59,P1.39",20094,5052
"R1.13,R2.59,R3.34,P1.39",15610,4440
"R1.13,R2.59,R3.90,P1.39",859,611
"R1.13,R2.60,R3.04,P1.39",3072,1532
"R1.13,R2.65,R3.67,P1.40",585,445
"R1.13,R2.71,R3.26,P1.40",5088,2089
"R1.13,R2.72,R3.90,P1.39",1608,938
"R1.13,R2.73,R3.02,P1.40",26066,5525
"R1.13,R2.80,R3.59,P1.39",3293,1453
"R1.13,R2.81,R3.51,P1.39",2386,1332
"R1.13,R2.88,R3.59,P1.39",482,389
"R1.13,R2.88,R3.72,P1.40",7457,2641
"R1.13,R2.90,R3.28,P1.39",999,688
"R1.13,R2.94,R3.75,P1.39",3799,1660
"R1.14,R2.02,R3.54,P1.40",1022,727
"R1.14,R2.02,R3.87,P1.40",385,294
"R1.14,R2.02,R3.89,P1.39",3084,1505
"R1.14,R2.05,R3.55,P1.39",4419,1928
"R1.14,R2.08,R3.33,P1.40",5951,2424
"R1.14,R2.10,R3.48,P1.39",1074,762
"R1.14,R2.14,R3.06,P1.39",5016,2006
"R1.14,R2.15,R3.64,P1.40",7977,2784
"R1.14,R2.18,R3.21,P1.39",3096,1686
"R1.14,R2.19,R3.27,P1.39",6523,2271
