cell,nCounts,nFeatures
1230,475,353
1231,954,709
1232,180,160
1233,603,449
1234,1848,1093
1235,296,244
1236,182,155
1237,946,691
1238,209,159
1239,303,250
1240,270,226
1241,221,195
1242,281,217
1243,522,375
1244,230,204
1245,405,337
1246,536,440
1247,249,168
1248,258,222
1249,300,268
1250,229,197
1251,291,242
1252,605,479
1253,510,406
1254,644,508
1255,400,324
1256,198,144
1257,210,167
1258,921,640
1259,425,339
1260,1914,1118
1261,326,261
1262,287,227
1263,1915,1070
1264,469,366
1265,817,631
1266,401,319
1267,846,599
1268,749,477
1269,389,287
1270,888,643
1271,630,455
1272,234,179
1273,625,478
1274,204,169
1275,269,205
1276,306,244
1277,334,283
1278,612,441
1279,193,161
1280,251,204
1281,184,157
1282,764,512
1283,185,157
1284,266,219
1285,244,193
1286,218,167
1287,307,261
1288,823,584
1289,627,495
1290,184,164
1291,622,426
1292,902,620
1293,1106,703
1294,494,367
1295,225,181
1296,1342,758
1297,370,306
1298,2330,1325
1299,398,316
1300,179,154
1301,301,248
1302,501,412
1303,201,164
1304,1106,787
1305,562,415
1306,183,146
1307,495,348
1308,622,471
1309,492,403
1310,215,182
1311,422,341
1312,242,215
1313,655,516
1314,214,182
1315,480,408
1316,228,194
1317,455,380
1318,416,358
1319,627,483
1320,919,665
1321,2257,1173
1322,429,339
1323,598,420
1324,1402,888
1325,278,232
1326,467,352
1327,1143,826
1328,326,281
1329,703,524
1330,384,272
1331,177,149
1332,184,162
1333,218,174
1334,403,302
1335,392,333
1336,367,276
1337,358,309
1338,446,346
1339,399,291
1340,546,428
1341,202,174
1342,285,237
1343,399,311
1344,530,434
1345,508,398
1346,833,553
1347,191,163
1348,401,325
1349,294,241
1350,1994,1142
1351,548,429
1352,450,311
1353,185,156
1354,603,433
1355,816,605
1356,1294,879
1357,665,530
1358,276,240
1359,252,216
1360,203,168
1361,239,200
1362,469,349
1363,317,268
1364,499,400
1365,734,571
1366,326,272
1367,179,160
1368,187,151
1369,479,377
1370,868,650
1371,1293,857
1372,425,345
1373,410,330
1374,410,340
1375,271,201
1376,1021,725
1377,201,173
1378,243,218
1379,1081,798
1380,395,236
1381,266,225
1382,316,251
1383,216,182
1384,999,637
1385,585,432
1386,547,425
1387,259,231
1388,198,164
1389,305,239
1390,289,248
1391,343,283
1392,427,319
1393,469,359
1394,382,303
1395,284,218
1396,721,392
1397,567,394
1398,266,205
1399,265,217
1400,488,380
1401,314,260
1402,346,280
1403,191,169
1404,496,378
1405,437,365
1406,650,520
1407,659,524
1408,797,584
1409,1126,734
1410,392,308
1411,399,338
1412,224,200
1413,384,304
1414,211,154
1415,340,273
1416,531,420
1417,596,441
1418,893,597
1419,286,224
1420,1247,865
1421,1195,839
1422,397,336
1423,186,154
1424,450,374
1425,421,327
1426,355,284
1427,241,208
1428,182,154
1429,453,363
1430,425,347
1431,255,199
1432,218,186
1433,181,160
1434,2640,1509
1435,863,627
1436,1239,837
1437,252,204
1438,762,488
1439,197,171
1440,270,227
1441,664,452
1442,183,141
1443,751,591
1444,1513,955
1445,755,595
1446,209,182
1447,436,324
1448,299,247
1449,410,306
1450,1116,707
1451,203,173
1452,219,172
1453,680,521
1454,569,468
1455,838,571
1456,337,278
1457,693,511
1458,898,636
1459,270,228
1460,374,321
1461,221,181
1462,561,442
1463,726,548
1464,182,150
1465,245,202
1466,571,398
1467,230,212
1468,1022,754
1469,434,327
1470,706,487
1471,195,164
1472,227,204
1473,376,305
