cell,nCounts,nFeatures
05:52:42:31,3858,3526
05:52:53:21,13748,11369
05:52:59:21,720,705
05:52:80:33,1613,1583
05:52:88:31,1883,1787
05:53:56:18,3477,3256
05:53:63:36,10981,9872
05:54:28:34,1559,1513
05:55:45:24,2065,2019
05:56:18:35,1569,1481
05:57:23:11,1018,996
05:57:36:32,773,742
05:57:47:32,891,835
05:57:58:18,739,732
05:58:05:37,2337,2216
05:58:29:25,871,841
05:58:73:31,1901,1785
05:58:90:31,522,511
05:60:19:36,958,928
05:60:65:34,740,727
05:62:17:13,1624,1546
05:62:63:38,1470,1419
05:63:27:32,761,752
05:63:43:36,2395,2208
05:64:24:36,1530,1451
05:64:25:38,523,510
05:64:26:37,582,564
05:66:02:33,1124,1098
05:66:51:21,2812,2442
05:67:42:23,1194,1137
05:67:81:25,1312,1246
05:68:32:23,1602,1558
05:68:48:37,2204,2093
05:70:13:31,880,850
05:70:62:28,910,896
05:71:66:27,5684,4858
05:71:83:18,444,437
05:72:28:32,567,547
05:72:30:27,3396,3052
05:72:85:36,1076,1052
05:72:96:17,879,860
05:73:34:37,996,956
05:73:42:35,2281,2139
05:73:47:26,1174,1113
05:73:58:32,3665,3283
05:74:53:38,4256,3785
05:75:83:22,1178,1157
05:77:12:27,6223,5493
05:77:29:27,591,584
05:78:73:23,3786,3710
05:78:74:16,4595,4507
05:79:13:38,1238,1192
05:81:49:24,2151,1956
05:81:51:28,904,876
05:81:66:35,501,490
05:83:61:12,7177,6504
05:85:06:33,4071,3877
05:85:22:21,526,520
05:85:23:22,4599,4305
05:85:68:21,882,865
05:87:69:13,4674,4529
05:88:17:35,594,584
05:88:41:34,1377,1318
05:88:57:16,3973,3708
05:88:62:12,507,474
05:89:65:36,1379,1363
05:90:54:34,2310,2115
05:90:62:12,3349,3221
05:90:65:32,909,890
05:91:09:28,4068,3824
05:91:80:14,1209,1187
05:91:84:12,2907,2617
05:92:25:35,521,513
05:93:20:36,1104,1082
05:95:05:38,445,444
05:95:49:22,659,649
05:96:06:26,2833,2663
05:96:48:32,495,486
06:03:32:32,3823,3749
06:03:55:33,913,901
06:03:75:37,1897,1873
06:05:67:35,1892,1742
06:08:19:36,611,592
06:08:47:35,1041,982
06:08:54:35,1520,1482
06:08:63:35,574,567
06:09:29:18,553,541
06:11:51:16,690,684
06:11:69:38,1000,935
06:11:84:16,1127,1086
06:12:25:27,684,648
06:12:33:38,1852,1774
06:12:46:17,2070,1959
06:12:54:14,1636,1529
06:13:27:35,615,608
06:14:93:31,1498,1405
06:16:43:24,1858,1773
06:17:18:14,5398,5220
06:17:69:22,368,358
06:18:03:34,501,489
06:20:33:36,2264,2150
06:20:91:35,2410,2350
06:20:94:26,1122,1058
06:21:48:13,780,765
06:21:76:26,558,534
06:24:34:31,4870,4748
06:24:80:22,6925,6667
06:24:83:28,637,607
06:24:90:33,2605,1923
06:27:83:31,1263,1239
06:27:83:32,1039,1016
06:27:83:36,1053,1010
06:29:22:38,1223,1193
06:29:75:17,4353,4248
06:30:21:36,1646,1585
06:31:62:22,364,362
06:32:44:35,340,339
06:32:65:31,343,343
06:33:43:37,350,349
06:33:49:37,732,712
06:33:73:33,2893,2653
06:33:84:12,1078,1064
06:34:05:26,366,364
06:34:20:32,3451,3289
06:34:36:34,1550,1533
06:36:41:36,492,485
06:36:76:17,1081,1047
06:36:78:31,3228,3045
06:36:88:36,581,566
06:37:43:32,651,646
06:37:45:17,16271,14252
06:37:47:11,628,615
06:40:34:35,830,794
06:40:86:22,1175,1109
06:40:86:38,667,650
06:41:11:13,575,562
06:41:56:32,5565,5192
06:42:68:12,952,934
06:43:23:27,1255,1211
06:43:27:25,492,486
06:43:75:33,1981,1958
06:44:09:28,518,506
06:44:88:27,767,764
06:46:09:15,3018,2776
06:46:30:26,1464,1440
06:46:75:34,2974,2302
06:46:75:38,4577,4171
06:47:76:24,3360,3141
06:48:63:16,1135,1118
06:50:15:11,747,738
06:50:47:14,842,797
06:51:28:15,834,816
06:51:32:38,3132,3047
06:51:35:28,548,533
06:51:46:17,2308,2063
06:51:95:35,374,368
06:52:21:36,12610,10591
06:52:44:24,2069,2024
06:52:61:12,339,335
06:53:67:31,427,422
06:53:70:25,590,584
06:54:33:33,2222,2101
06:57:56:18,2258,2086
06:58:23:28,676,661
06:58:24:36,3615,3249
06:58:49:23,1916,1818
06:58:55:17,959,944
06:58:57:22,3591,3360
06:58:73:31,1279,1256
06:58:73:32,4291,4170
06:58:73:33,4224,3946
06:58:73:34,1139,1100
06:58:73:35,1005,996
06:58:73:36,1757,1664
06:58:73:37,2780,2504
06:58:73:38,818,801
06:58:77:36,1740,1664
06:59:39:28,2021,1888
06:59:61:31,1459,1428
06:60:10:33,1537,1466
06:60:16:12,1064,1051
06:60:96:23,465,460
06:61:41:33,2035,1987
06:61:86:38,953,938
06:62:05:22,784,772
06:62:53:28,722,711
06:62:60:33,1750,1649
06:62:63:38,5737,5200
06:64:91:18,493,492
06:64:96:11,1620,1477
06:65:83:36,2899,2767
06:66:62:13,545,533
06:66:74:35,1059,1023
06:67:63:11,6929,6473
06:67:66:32,1041,1026
06:68:04:34,3008,2799
06:68:26:31,1209,1192
06:68:82:31,695,681
06:70:42:13,396,381
06:71:10:18,424,416
06:71:20:22,460,449
06:71:59:16,681,668
06:71:81:22,796,777
06:71:86:18,774,763
06:71:90:22,1370,1336
06:72:76:15,4128,3956
06:73:19:31,3623,3417
06:73:66:32,2474,2358
06:73:72:12,485,478
06:74:05:12,945,892
06:74:07:36,499,490
06:74:24:25,3214,2951
06:74:71:38,2319,2276
06:75:51:32,6373,6035
06:75:51:38,592,576
06:75:80:23,643,627
06:76:54:26,2899,2591
06:77:17:31,954,917
06:77:20:15,710,698
06:77:76:18,2171,2108
06:78:36:38,2265,2162
06:78:67:34,1364,1336
06:78:84:32,10348,8500
06:79:34:18,3187,2978
06:80:09:21,486,482
06:80:62:32,813,806
06:81:66:37,489,488
06:82:16:23,6581,5698
06:82:58:12,1369,1343
06:82:95:35,3241,3048
06:82:96:27,3140,2992
06:84:19:22,784,751
06:85:28:11,719,686
06:85:42:28,3283,3012
06:85:73:18,522,495
06:86:31:36,972,953
06:87:43:25,1050,1047
06:87:73:31,926,911
06:87:94:38,765,757
06:88:54:28,4107,3997
06:88:68:31,600,591
06:89:43:24,355,355
06:90:51:34,1278,1212
06:90:73:14,4127,3991
06:91:36:28,3143,3053
06:91:73:31,853,820
06:93:71:12,580,567
06:94:39:33,5607,5372
06:96:06:23,2740,2663
06:96:71:28,3741,3587
07:03:36:38,476,457
07:03:42:38,3108,2956
07:03:43:38,1134,1084
07:05:81:32,3979,3583
07:07:95:28,1334,1275
07:08:04:31,2085,1830
07:08:04:36,1170,1129
07:08:23:37,1747,1729
07:08:31:38,1234,1185
07:08:84:17,643,625
07:09:36:38,1319,1238
07:09:68:22,1120,1093
07:10:13:34,2414,2378
07:11:96:31,816,798
07:13:55:38,376,371
07:13:63:16,628,618
07:13:63:18,1862,1806
07:14:38:35,336,332
07:14:85:22,2585,2393
07:14:91:33,2414,2253
07:16:75:22,2050,1964
07:16:77:35,2011,1934
07:17:39:21,2450,2280
07:17:45:12,2499,2185
07:17:66:17,2128,2011
07:20:32:33,2199,2108
07:20:50:37,741,711
07:21:70:33,757,749
07:22:22:37,5800,4931
07:22:51:34,901,877
07:22:63:32,388,380
07:23:62:21,353,350
07:24:06:21,1142,1084
07:24:92:12,386,382
